,name,department,university,avg_rating,num_reviews,take_again_pct,difficulty,rmp_profile_url,rmp_professor_id,error
225,Eric Mathison,Philosophy,University of Toronto,5.0,1,100,2.0,https://www.ratemyprofessors.com/professor/3080140,3080140,
226,Cinthya Guzman,Sociology,University of Toronto,3.8,47,77,2.8,https://www.ratemyprofessors.com/professor/2513941,2513941,
227,Mitchell Mclvor,Sociology,University of Toronto,4.9,34,100,2.2,https://www.ratemyprofessors.com/professor/2870045,2870045,
228,Leanne De Souza-Kenney,Biology,University of Toronto,1.6,11,0,3.9,https://www.ratemyprofessors.com/professor/2981429,2981429,
229,Alex Djedovic,Philosophy,University of Toronto,3.8,12,75,2.8,https://www.ratemyprofessors.com/professor/2927259,2927259,
230,Atena Roshan Fekr,Engineering,University of Toronto,2.4,7,29,3.9,https://www.ratemyprofessors.com/professor/3033588,3033588,
231,Nick Mount,English,University of Toronto,4.6,42,87,3.0,https://www.ratemyprofessors.com/professor/837856,837856,
232,Alaa Alsaafin,Pharmacology,University of Toronto,1.8,4,25,4.5,https://www.ratemyprofessors.com/professor/2925463,2925463,
233,Ali Rahbar,Computer Science,University of Toronto,5.0,3,100,2.7,https://www.ratemyprofessors.com/professor/3056717,3056717,
234,Lee Emrich,English,University of Toronto,5.0,1,100,2.0,https://www.ratemyprofessors.com/professor/3079192,3079192,
235,Giulio Leghissa,Classics,University of Toronto,2.5,14,36,2.9,https://www.ratemyprofessors.com/professor/2952866,2952866,
236,Daniel Alvarez,Mathematics,University of Toronto,3.0,8,63,3.1,https://www.ratemyprofessors.com/professor/2719173,2719173,
237,Valeria Cruz,Languages,University of Toronto,5.0,1,100,1.0,https://www.ratemyprofessors.com/professor/3077867,3077867,
238,Runjing Lu Lu,Economics,University of Toronto,5.0,1,100,2.0,https://www.ratemyprofessors.com/professor/3033868,3033868,
239,Chirag Variawa,Engineering,University of Toronto,4.4,14,86,3.2,https://www.ratemyprofessors.com/professor/2452553,2452553,
240,Sophie Feng,Languages,University of Toronto,5.0,2,100,3.0,https://www.ratemyprofessors.com/professor/3069411,3069411,
241,Adrian She,Mathematics,University of Toronto,1.4,7,15,3.9,https://www.ratemyprofessors.com/professor/3029981,3029981,
242,Naijin Li,Biology,University of Toronto,3.9,13,70,2.2,https://www.ratemyprofessors.com/professor/2913057,2913057,
243,Dasha Redka,Pharmacology,University of Toronto,1.0,1,0,5.0,https://www.ratemyprofessors.com/professor/2883976,2883976,
244,David Fisman,Health Science,University of Toronto,1.9,9,23,3.1,https://www.ratemyprofessors.com/professor/2575597,2575597,
245,Mahdi Rafiei,Mathematics,University of Toronto,5.0,4,100,4.3,https://www.ratemyprofessors.com/professor/3022382,3022382,
246,Madison Schramm,International Studies,University of Toronto,2.4,12,28,3.6,https://www.ratemyprofessors.com/professor/2889467,2889467,
247,Joseph Dattilo,Political Science,University of Toronto,2.4,12,42,4.7,https://www.ratemyprofessors.com/professor/2946145,2946145,
248,Jose Armesto,Engineering,University of Toronto,2.2,11,46,3.7,https://www.ratemyprofessors.com/professor/2871799,2871799,
249,Nelly Matorina,Psychology,University of Toronto,5.0,2,100,2.5,https://www.ratemyprofessors.com/professor/2976618,2976618,
250,Nicolas  Nicola,Philosophy,University of Toronto,3.0,2,50,4.0,https://www.ratemyprofessors.com/professor/3001290,3001290,
251,Jonathan  Bayer,History,University of Toronto,4.8,8,100,2.4,https://www.ratemyprofessors.com/professor/2991766,2991766,
252,Alison McGuigan,Engineering,University of Toronto,3.0,1,0,4.0,https://www.ratemyprofessors.com/professor/2127962,2127962,
253,Brendan McElroy,Political Science,University of Toronto,3.0,4,25,4.0,https://www.ratemyprofessors.com/professor/2828731,2828731,
254,Vivian He,Mathematics,University of Toronto,4.0,1,100,3.0,https://www.ratemyprofessors.com/professor/3074114,3074114,
255,Darren Lowe,Physical Education,University of Toronto,1.2,9,0,4.3,https://www.ratemyprofessors.com/professor/2852270,2852270,
256,Patrick Watson,Social Science,University of Toronto,2.5,13,31,3.5,https://www.ratemyprofessors.com/professor/2939722,2939722,
257,Abdus Shuman,Political Science,University of Toronto,2.0,1,0,5.0,https://www.ratemyprofessors.com/professor/2877096,2877096,
258,Paul Gries,Computer Science,University of Toronto,4.9,9,100,2.4,https://www.ratemyprofessors.com/professor/1758344,1758344,
259,Timothy  Burkhart,Physical Education,University of Toronto,1.3,3,34,3.3,https://www.ratemyprofessors.com/professor/3005753,3005753,
260,Clare Wiseman,Environment,University of Toronto,3.0,1,100,4.0,https://www.ratemyprofessors.com/professor/3073422,3073422,
261,Derek Ng,Biology,University of Toronto,5.0,7,100,2.1,https://www.ratemyprofessors.com/professor/2450412,2450412,
262,Akshayaram Srinivasan,Computer Science,University of Toronto,5.0,1,100,3.0,https://www.ratemyprofessors.com/professor/2988134,2988134,
263,Divyesh Shah,Accounting,University of Toronto,5.0,6,100,2.8,https://www.ratemyprofessors.com/professor/3065563,3065563,
264,Akshay Bapat,Computer Science,University of Toronto,1.0,1,0,1.0,https://www.ratemyprofessors.com/professor/2931565,2931565,
265,Xianwei Wu,"Arts, Culture & Media",University of Toronto,5.0,5,100,2.8,https://www.ratemyprofessors.com/professor/2855707,2855707,
266,Brian Bitar,Philosophy,University of Toronto,4.0,4,75,3.5,https://www.ratemyprofessors.com/professor/2885887,2885887,
267,Barbara Sherwood Lollar,Geology,University of Toronto,5.0,3,100,2.0,https://www.ratemyprofessors.com/professor/2891471,2891471,
268,Vanessa McCarthy,History,University of Toronto,4.7,3,100,1.7,https://www.ratemyprofessors.com/professor/3068336,3068336,
269,Tyler Bateman,Sociology,University of Toronto,5.0,1,100,3.0,https://www.ratemyprofessors.com/professor/3044898,3044898,
270,Fedor Manin,Mathematics,University of Toronto,5.0,1,100,2.0,https://www.ratemyprofessors.com/professor/3071471,3071471,
271,Paul Gooch,Philosophy,University of Toronto,4.1,8,75,3.4,https://www.ratemyprofessors.com/professor/2963694,2963694,
272,Vaughn Betz,Engineering,University of Toronto,3.4,18,34,2.5,https://www.ratemyprofessors.com/professor/1858611,1858611,
273,Andres Kasekamp,History,University of Toronto,1.7,7,15,3.3,https://www.ratemyprofessors.com/professor/2914880,2914880,
274,Cyndriela Chadambuka,Health Science,University of Toronto,3.3,3,67,3.3,https://www.ratemyprofessors.com/professor/3065154,3065154,
275,Rebecca Hogue,English,University of Toronto,5.0,2,100,2.5,https://www.ratemyprofessors.com/professor/3061402,3061402,
276,Comfort Azubuko-Udah,English,University of Toronto,2.1,7,15,3.3,https://www.ratemyprofessors.com/professor/2929113,2929113,
277,Malik Khan,Computer Science,University of Toronto,1.0,4,0,4.5,https://www.ratemyprofessors.com/professor/2965742,2965742,
278,Geoffrey McGregor,Mathematics,University of Toronto,4.6,14,93,3.1,https://www.ratemyprofessors.com/professor/2956622,2956622,
279,Rui Hou,Sociology,University of Toronto,4.3,4,75,4.0,https://www.ratemyprofessors.com/professor/2888473,2888473,
280,Amel Taibi,Medicine,University of Toronto,5.0,2,100,2.5,https://www.ratemyprofessors.com/professor/2874079,2874079,
281,Sean Elliott,Economics,University of Toronto,5.0,2,100,2.5,https://www.ratemyprofessors.com/professor/3053813,3053813,
282,Ava Danialy,Computer Science,University of Toronto,2.0,4,25,3.0,https://www.ratemyprofessors.com/professor/2896504,2896504,
283,Simone Coccia,Mathematics,University of Toronto,5.0,3,100,2.7,https://www.ratemyprofessors.com/professor/3041073,3041073,
284,Geethika Dharmasinghe,Religion,University of Toronto,3.0,1,0,4.0,https://www.ratemyprofessors.com/professor/3067863,3067863,
285,Hunter Spink,Mathematics,University of Toronto,3.8,5,75,3.8,https://www.ratemyprofessors.com/professor/2942477,2942477,
286,Shurui Zhou,Engineering,University of Toronto,3.0,3,67,3.0,https://www.ratemyprofessors.com/professor/2774265,2774265,
287,Hansheng Jiang,Business,University of Toronto,5.0,3,100,2.0,https://www.ratemyprofessors.com/professor/3002257,3002257,
288,Killian McCormack,Geography,University of Toronto,4.5,2,100,1.5,https://www.ratemyprofessors.com/professor/2936366,2936366,
289,Ignacio  Aitken,Geography,University of Toronto,4.0,1,100,2.0,https://www.ratemyprofessors.com/professor/3066807,3066807,
290,David Rattray,Philosophy,University of Toronto,5.0,2,100,3.0,https://www.ratemyprofessors.com/professor/2925348,2925348,
291,Paul Harrison,Architecture,University of Toronto,3.4,7,58,2.6,https://www.ratemyprofessors.com/professor/2920409,2920409,
292,Ila Varma,Mathematics,University of Toronto,5.0,2,100,3.5,https://www.ratemyprofessors.com/professor/3068921,3068921,
293,Joonho Kim,Computer Science,University of Toronto,4.7,11,100,2.5,https://www.ratemyprofessors.com/professor/2979688,2979688,
294,Niv Dayan,Computer Science,University of Toronto,5.0,7,100,3.0,https://www.ratemyprofessors.com/professor/2914910,2914910,
295,Kevin White,Social Science,University of Toronto,4.3,3,67,1.7,https://www.ratemyprofessors.com/professor/2582093,2582093,
296,Abdelhalim   Elamroussy,Languages,University of Toronto,5.0,3,100,1.3,https://www.ratemyprofessors.com/professor/3024652,3024652,
297,Daniel  Hudson,Mathematics,University of Toronto,5.0,1,100,1.0,https://www.ratemyprofessors.com/professor/2974450,2974450,
298,Daniel Milway,Languages,University of Toronto,1.3,15,7,4.5,https://www.ratemyprofessors.com/professor/2490342,2490342,
299,Wafaa Hasan,Women & Gender Studies,University of Toronto,3.0,2,50,4.0,https://www.ratemyprofessors.com/professor/2821416,2821416,
300,Adriana Brook,Classics,University of Toronto,4.8,5,100,2.4,https://www.ratemyprofessors.com/professor/2967443,2967443,
301,Johann Kirchenbauer,Languages,University of Toronto,5.0,1,100,1.0,https://www.ratemyprofessors.com/professor/3068115,3068115,
302,Yukiko Yoshizumi,Languages,University of Toronto,3.0,1,0,3.0,https://www.ratemyprofessors.com/professor/3068217,3068217,
303,Bence Viola,Anthropology,University of Toronto,4.2,9,78,3.2,https://www.ratemyprofessors.com/professor/2303122,2303122,
304,Yasaman  Rohanifar,Computer Science,University of Toronto,4.7,6,84,2.5,https://www.ratemyprofessors.com/professor/3000221,3000221,
305,Mike Xue,Engineering,University of Toronto,5.0,5,100,2.4,https://www.ratemyprofessors.com/professor/2885209,2885209,
306,Wayne Adlam,Business,University of Toronto,5.0,4,100,3.0,https://www.ratemyprofessors.com/professor/2869697,2869697,
307,Scott  Schwartz,Art History,University of Toronto,1.0,1,0,3.0,https://www.ratemyprofessors.com/professor/2919962,2919962,
308,Ariana Giuliano,Psychology,University of Toronto,5.0,2,100,3.0,https://www.ratemyprofessors.com/professor/2881144,2881144,
309,Santiago Tammaro,Biology,University of Toronto,2.0,1,0,2.0,https://www.ratemyprofessors.com/professor/2899529,2899529,
310,Keith Adamson,Social Work,University of Toronto,5.0,4,100,2.5,https://www.ratemyprofessors.com/professor/2186857,2186857,
311,Josiane Loui,Languages,University of Toronto,3.3,7,58,3.9,https://www.ratemyprofessors.com/professor/2412355,2412355,
312,Maya El Helou,Anthropology,University of Toronto,5.0,1,100,1.0,https://www.ratemyprofessors.com/professor/2915177,2915177,
313,Gavin  Hurd,Mathematics,University of Toronto,3.1,11,46,3.4,https://www.ratemyprofessors.com/professor/2922764,2922764,
314,Dinesh Christendat,Biology,University of Toronto,3.0,4,50,3.0,https://www.ratemyprofessors.com/professor/2901082,2901082,
315,Jessica D'eon,Chemistry,University of Toronto,5.0,1,100,2.0,https://www.ratemyprofessors.com/professor/3066335,3066335,
316,Labiba Naeem,Political Science,University of Toronto,3.7,3,67,3.0,https://www.ratemyprofessors.com/professor/2980208,2980208,
317,Karen Williams,Biology,University of Toronto,1.3,4,0,4.3,https://www.ratemyprofessors.com/professor/2929660,2929660,
318,sheri allain,Marketing,University of Toronto,4.5,15,87,2.6,https://www.ratemyprofessors.com/professor/2953119,2953119,
319,Caitlin Cunningham,Geography,University of Toronto,5.0,2,100,4.0,https://www.ratemyprofessors.com/professor/3037693,3037693,
320,Tj Yi,Science,University of Toronto,4.0,1,100,2.0,https://www.ratemyprofessors.com/professor/3065685,3065685,
321,Roya Ghahreman,Physics,University of Toronto,5.0,1,100,2.0,https://www.ratemyprofessors.com/professor/2815641,2815641,
322,Nicholas Provart,Biology,University of Toronto,2.0,2,0,3.5,https://www.ratemyprofessors.com/professor/2901084,2901084,
323,Carla  Moore,Business,University of Toronto,1.0,2,0,5.0,https://www.ratemyprofessors.com/professor/3052389,3052389,
324,Mohammad Hodaei,Engineering,University of Toronto,1.0,1,0,4.0,https://www.ratemyprofessors.com/professor/3064704,3064704,
325,Tommaso  Pavone,Political Science,University of Toronto,5.0,2,100,2.0,https://www.ratemyprofessors.com/professor/2966070,2966070,
326,Steve Joordens,Psychology,University of Toronto,2.1,19,32,3.7,https://www.ratemyprofessors.com/professor/2579091,2579091,
327,Swetaprovo Chaudhuri,Aerospace Studies,University of Toronto,4.3,3,100,3.7,https://www.ratemyprofessors.com/professor/3037025,3037025,
328,Nicolas Inostroza,Business,University of Toronto,1.0,1,0,1.0,https://www.ratemyprofessors.com/professor/3062759,3062759,
329,Alexandra Gustafson,Philosophy,University of Toronto,4.5,13,77,2.3,https://www.ratemyprofessors.com/professor/2530961,2530961,
330,Luis Jacobs,Architecture,University of Toronto,1.0,6,0,2.7,https://www.ratemyprofessors.com/professor/2855291,2855291,
331,Andrea Levinstein-Rodriguez,Languages,University of Toronto,1.0,2,0,4.5,https://www.ratemyprofessors.com/professor/3049924,3049924,
332,Sunita Guyadeen,International Studies,University of Toronto,2.1,7,29,3.3,https://www.ratemyprofessors.com/professor/2506123,2506123,
333,Howard Ho,Engineering,University of Toronto,5.0,3,100,3.0,https://www.ratemyprofessors.com/professor/2993343,2993343,
334,Jack Cunningham,History,University of Toronto,1.0,1,0,5.0,https://www.ratemyprofessors.com/professor/3061784,3061784,
335,Kanika Lawton,"Arts, Culture & Media",University of Toronto,5.0,1,100,3.0,https://www.ratemyprofessors.com/professor/3061053,3061053,
336,Erol Boran,Literature,University of Toronto,4.3,14,84,2.3,https://www.ratemyprofessors.com/professor/1642615,1642615,
337,Kylie Caraway,"Arts, Culture & Media",University of Toronto,3.8,8,63,3.5,https://www.ratemyprofessors.com/professor/2828834,2828834,
338,Ramez Bishara,Humanities,University of Toronto,5.0,5,100,4.0,https://www.ratemyprofessors.com/professor/2256833,2256833,
339,Angela Bernuy,Computer Science,University of Toronto,5.0,1,100,3.0,https://www.ratemyprofessors.com/professor/2972775,2972775,
340,John Meehan,History,University of Toronto,3.0,1,100,2.0,https://www.ratemyprofessors.com/professor/3059858,3059858,
341,Ruth Isserlin,Biology,University of Toronto,5.0,1,100,1.0,https://www.ratemyprofessors.com/professor/2885142,2885142,
342,Suzanne Edworthy,"Arts, Culture & Media",University of Toronto,5.0,1,100,1.0,https://www.ratemyprofessors.com/professor/2955943,2955943,
343,Shafi Bhuiyan,Health Science,University of Toronto,5.0,63,99,2.5,https://www.ratemyprofessors.com/professor/2139115,2139115,
344,Cathie Sutton,Anthropology,University of Toronto,2.0,2,0,4.5,https://www.ratemyprofessors.com/professor/2358158,2358158,
345,Ali Pirhosseinloo,Mathematics,University of Toronto,3.9,9,67,2.7,https://www.ratemyprofessors.com/professor/2996936,2996936,
346,Rahul  Krishnan,Computer Science,University of Toronto,2.1,7,29,4.4,https://www.ratemyprofessors.com/professor/2937987,2937987,
347,Anwar Husain,Finance,University of Toronto,5.0,3,100,2.3,https://www.ratemyprofessors.com/professor/2147830,2147830,
348,Anthony  Peccia,Finance,University of Toronto,1.0,3,0,4.3,https://www.ratemyprofessors.com/professor/3031567,3031567,
349,Joo-Yup Lee,History,University of Toronto,5.0,3,100,1.7,https://www.ratemyprofessors.com/professor/3006194,3006194,
350,Luis Bothia,Engineering,University of Toronto,5.0,2,100,2.5,https://www.ratemyprofessors.com/professor/3029036,3029036,
351,ZIYI LIU,Nursing,University of Toronto,1.0,1,100,3.0,https://www.ratemyprofessors.com/professor/3053410,3053410,
352,Luis Ardila,Engineering,University of Toronto,5.0,1,100,2.0,https://www.ratemyprofessors.com/professor/3050855,3050855,
353,Shawn Micallef,Journalism,University of Toronto,4.1,10,80,1.8,https://www.ratemyprofessors.com/professor/2271052,2271052,
354,Ismael  Sierra,Mathematics,University of Toronto,3.0,3,67,4.7,https://www.ratemyprofessors.com/professor/3003937,3003937,
355,Soomin Kim,History,University of Toronto,1.0,1,0,5.0,https://www.ratemyprofessors.com/professor/2954425,2954425,
356,Ritu Sarpal,Biology,University of Toronto,4.2,5,80,2.4,https://www.ratemyprofessors.com/professor/2894879,2894879,
357,Alexander  Slamen,Mathematics,University of Toronto,4.0,1,100,3.0,https://www.ratemyprofessors.com/professor/2991788,2991788,
358,Andrew Cooper,Sociology,University of Toronto,5.0,24,100,2.3,https://www.ratemyprofessors.com/professor/2890079,2890079,
359,Carin Wittnich,Biology,University of Toronto,1.9,10,10,4.2,https://www.ratemyprofessors.com/professor/2277860,2277860,
360,Stephen Verderber,Architecture,University of Toronto,2.4,8,38,3.5,https://www.ratemyprofessors.com/professor/2627011,2627011,
361,John Evjen,Languages,University of Toronto,4.4,7,86,3.0,https://www.ratemyprofessors.com/professor/2445838,2445838,
362,Callie Callon,Religion,University of Toronto,5.0,4,100,2.8,https://www.ratemyprofessors.com/professor/1809543,1809543,
363,Zdenko Mandusic,Languages,University of Toronto,4.7,3,100,1.7,https://www.ratemyprofessors.com/professor/2630703,2630703,
364,Leah Montange,History,University of Toronto,5.0,1,100,3.0,https://www.ratemyprofessors.com/professor/3051118,3051118,
365,Hadi Ahmad,Accounting,University of Toronto,5.0,2,100,2.5,https://www.ratemyprofessors.com/professor/2979372,2979372,
366,Sonny Sachdeva,Journalism,University of Toronto,5.0,1,100,5.0,https://www.ratemyprofessors.com/professor/3050941,3050941,
367,melisa gumus,Psychology,University of Toronto,4.7,3,100,2.7,https://www.ratemyprofessors.com/professor/2944784,2944784,
368,Nisma Khan,Psychology,University of Toronto,3.0,2,50,3.5,https://www.ratemyprofessors.com/professor/2935748,2935748,
369,Tigran Chalikian,Science,University of Toronto,2.1,11,28,2.8,https://www.ratemyprofessors.com/professor/2237911,2237911,
370,,,,,,,,,,invalid literal for int() with base 10: 'N/A'
371,Victoria Kerr,Engineering,University of Toronto,4.4,9,78,3.0,https://www.ratemyprofessors.com/professor/2870449,2870449,
372,,,,,,,,,,invalid literal for int() with base 10: 'N/A'
373,Jenny Wang,Information Science,University of Toronto,5.0,3,100,3.0,https://www.ratemyprofessors.com/professor/2872967,2872967,
374,Melody Neumann,Biology,University of Toronto,4.1,9,78,3.3,https://www.ratemyprofessors.com/professor/2176128,2176128,
375,Tonatiuh Wiederhold,Mathematics,University of Toronto,5.0,2,100,2.5,https://www.ratemyprofessors.com/professor/3025511,3025511,
376,Olga Bountali,Management,University of Toronto,1.0,2,0,2.5,https://www.ratemyprofessors.com/professor/2938579,2938579,
377,Yvonne O'reilly,Business,University of Toronto,1.5,2,0,2.0,https://www.ratemyprofessors.com/professor/2680071,2680071,
378,Aleksandr Berdnikov,Mathematics,University of Toronto,2.0,2,0,4.0,https://www.ratemyprofessors.com/professor/2973594,2973594,
379,Thomas Saczkowski,Ethnic Studies,University of Toronto,5.0,4,100,1.8,https://www.ratemyprofessors.com/professor/2077183,2077183,
380,Leo Chou,Engineering,University of Toronto,4.3,3,67,3.0,https://www.ratemyprofessors.com/professor/2872285,2872285,
381,Kingeon Tsang,Mathematics,University of Toronto,5.0,5,100,3.2,https://www.ratemyprofessors.com/professor/2292775,2292775,
382,Michael Piper,Architecture,University of Toronto,2.6,7,43,2.7,https://www.ratemyprofessors.com/professor/2139948,2139948,
383,Shirley Yeung,Anthropology,University of Toronto,4.0,5,60,3.0,https://www.ratemyprofessors.com/professor/2901555,2901555,
384,Stanton Hudja,Economics,University of Toronto,4.0,1,100,4.0,https://www.ratemyprofessors.com/professor/2938253,2938253,
385,Charlie Wall-Andrews,Management,University of Toronto,4.5,17,89,2.6,https://www.ratemyprofessors.com/professor/2414239,2414239,
386,Natasha Ali,Information Science,University of Toronto,1.0,1,0,3.0,https://www.ratemyprofessors.com/professor/2980937,2980937,
387,Wael  Negm,Political Science,University of Toronto,5.0,1,100,4.0,https://www.ratemyprofessors.com/professor/2922338,2922338,
388,James Hong,Health Science,University of Toronto,1.8,5,20,2.8,https://www.ratemyprofessors.com/professor/2896321,2896321,
389,Paul Cohen,History,University of Toronto,3.0,1,100,3.0,https://www.ratemyprofessors.com/professor/3033187,3033187,
390,Ariella  Minden,Art History,University of Toronto,2.0,2,50,3.5,https://www.ratemyprofessors.com/professor/3025333,3025333,
391,Jooyung Lee,Sociology,University of Toronto,1.0,1,0,1.0,https://www.ratemyprofessors.com/professor/2880584,2880584,
392,Chay Ornthanalai,Finance,University of Toronto,3.3,4,25,3.3,https://www.ratemyprofessors.com/professor/2983930,2983930,
393,Andreas Winkler,Humanities,University of Toronto,5.0,1,100,5.0,https://www.ratemyprofessors.com/professor/3031305,3031305,
394,Andrei Swidinsky,Geology,University of Toronto,3.0,1,0,5.0,https://www.ratemyprofessors.com/professor/2998628,2998628,
395,Magdalena Cabaj,"Arts, Culture & Media",University of Toronto,5.0,1,100,2.0,https://www.ratemyprofessors.com/professor/2974058,2974058,
396,Naomi Matsuura,Engineering,University of Toronto,5.0,1,100,2.0,https://www.ratemyprofessors.com/professor/2985336,2985336,
397,Chris Chung,History,University of Toronto,3.4,5,40,3.8,https://www.ratemyprofessors.com/professor/2938712,2938712,
398,Alan Galey,Information Science,University of Toronto,5.0,2,100,3.0,https://www.ratemyprofessors.com/professor/2978072,2978072,
399,Sebastian Gherghe,Mathematics,University of Toronto,4.9,14,93,3.4,https://www.ratemyprofessors.com/professor/2875624,2875624,
400,Chandni Desai,Humanities,University of Toronto,2.3,3,34,2.3,https://www.ratemyprofessors.com/professor/2958577,2958577,
401,Jiyuan Lu,Mathematics,University of Toronto,4.0,3,100,1.7,https://www.ratemyprofessors.com/professor/3026901,3026901,
402,Andy Ramirez-Cote,Mathematics,University of Toronto,1.0,4,0,4.5,https://www.ratemyprofessors.com/professor/2922793,2922793,
403,Mark Kingwell,Philosophy,University of Toronto,2.0,1,0,4.0,https://www.ratemyprofessors.com/professor/3026633,3026633,
404,Brian Silverman,Management,University of Toronto,5.0,2,100,1.5,https://www.ratemyprofessors.com/professor/2919110,2919110,
405,Danielle Dobney,Physical Education,University of Toronto,3.0,6,34,2.8,https://www.ratemyprofessors.com/professor/2964591,2964591,
406,Joaquin Sanchez Garcia,Mathematics,University of Toronto,5.0,1,100,5.0,https://www.ratemyprofessors.com/professor/2921925,2921925,
407,Eric Cui,Psychology,University of Toronto,2.0,1,0,3.0,https://www.ratemyprofessors.com/professor/3023226,3023226,
408,Matthew Walton,Political Science,University of Toronto,4.3,12,84,2.9,https://www.ratemyprofessors.com/professor/2876404,2876404,
409,Radhakrishnan Mahadevan,Engineering,University of Toronto,2.5,6,34,3.5,https://www.ratemyprofessors.com/professor/2256308,2256308,
410,Sev Perelman,Medicine,University of Toronto,4.8,4,100,3.8,https://www.ratemyprofessors.com/professor/1060307,1060307,
411,Rim Fathallah,Architecture,University of Toronto,5.0,1,100,3.0,https://www.ratemyprofessors.com/professor/3022117,3022117,
412,Jasleen  Singh,English,University of Toronto,3.0,1,0,4.0,https://www.ratemyprofessors.com/professor/3020249,3020249,
413,Phat Le,Architecture,University of Toronto,5.0,6,100,2.2,https://www.ratemyprofessors.com/professor/2873684,2873684,
414,Jennifer Peruniak,Sociology,University of Toronto,1.7,3,34,3.0,https://www.ratemyprofessors.com/professor/3013105,3013105,
